0 0 5 15 15 7 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 7 7 0 0 0 0 0 0 0 0 0
0 0 0 4 18 12 0 0 0 0 0 0 0 0 0 0
0 0 0 5 10 3 0 0 0 0 0 0 0 0 0 0
0 0 0 0 5 14 9 0 0 0 0 0 0 0 0 0
0 0 0 0 0 3 2 3 0 0 0 0 0 0 0 0
0 0 0 0 0 1 6 3 0 0 0 0 0 0 0 0
0 0 0 3 3 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 1 13 14 11 0 0 0 0 0 0 0 0
0 0 0 0 1 3 3 0 0 0 0 0 0 0 0 0
0 0 0 1 3 2 0 0 0 0 0 0 0 0 0 0
0 0 0 1 3 3 1 0 0 0 0 0 0 0 0 0
0 0 0 0 2 3 3 1 0 0 0 0 0 0 0 0
0 0 0 4 6 0 0 0 0 0 0 0 0 0 0 0
0 0 0 4 6 0 0 0 0 0 0 0 0 0 0 0
0 0 0 15 25 9 0 0 0 0 0 0 0 0 0 0
0 0 0 3 4 3 0 0 0 0 0 0 0 0 0 0
0 0 2 3 3 0 0 0 0 0 0 0 0 0 0 0
0 0 3 4 4 4 0 0 0 0 0 0 0 0 0 0
0 0 0 0 1 3 3 1 0 0 0 0 0 0 0 0
0 0 0 15 20 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 11 13 0 0 0 0 0 0 0 0 0
0 0 0 2 3 0 0 0 0 0 0 0 0 0 0 0
0 0 1 14 10 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 2 3 3 0 0 0 0 0 0 0 0
0 0 3 6 7 3 0 0 0 0 0 0 0 0 0 0
0 0 0 3 4 1 0 0 0 0 0 0 0 0 0 0
0 0 0 0 4 12 6 0 0 0 0 0 0 0 0 0
0 0 0 0 2 3 3 1 0 0 0 0 0 0 0 0
0 0 0 0 3 9 15 10 0 0 0 0 0 0 0 0
0 0 0 0 3 2 0 0 0 0 0 0 0 0 0 0
0 0 1 2 1 1 1 0 0 0 0 0 0 0 0 0
0 0 0 10 11 12 4 0 0 0 0 0 0 0 0 0
0 0 1 12 11 13 6 0 0 0 0 0 0 0 0 0
0 0 0 0 3 6 4 0 0 0 0 0 0 0 0 0
0 0 0 2 10 10 0 0 0 0 0 0 0 0 0 0
0 0 0 1 7 9 6 5 0 0 0 0 0 0 0 0
0 0 0 0 3 3 0 0 0 0 0 0 0 0 0 0
0 0 6 12 14 11 0 0 0 0 0 0 0 0 0 0
0 0 1 4 3 2 0 0 0 0 0 0 0 0 0 0
0 4 13 12 10 13 1 0 0 0 0 0 0 0 0 0
0 0 0 3 4 3 0 0 0 0 0 0 0 0 0 0
0 0 0 0 4 4 4 0 0 0 0 0 0 0 0 0
0 0 0 1 8 8 4 0 0 0 0 0 0 0 0 0
0 0 0 4 4 4 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 1 4 3 0 0 0 0 0 0 0 0
0 0 0 0 5 10 1 0 0 0 0 0 0 0 0 0
0 0 1 11 11 5 0 0 0 0 0 0 0 0 0 0
0 0 0 0 8 10 11 6 0 0 0 0 0 0 0 0
0 0 0 0 0 3 5 6 0 0 0 0 0 0 0 0
0 0 0 0 1 3 3 1 0 0 0 0 0 0 0 0
0 0 0 6 11 9 0 0 0 0 0 0 0 0 0 0
5 2 2 2 6 6 6 0 0 0 0 0 0 0 0 0
0 0 0 0 0 3 4 1 0 0 0 0 0 0 0 0
0 0 0 0 1 4 4 1 0 0 0 0 0 0 0 0
0 0 1 16 16 2 0 0 0 0 0 0 0 0 0 0
0 0 0 0 3 6 3 3 0 0 0 0 0 0 0 0
0 0 2 6 5 0 0 0 0 0 0 0 0 0 0 0
0 0 0 2 3 2 0 0 0 0 0 0 0 0 0 0
0 0 0 0 1 5 5 4 0 0 0 0 0 0 0 0
0 0 7 9 8 4 0 0 0 0 0 0 0 0 0 0
0 0 0 0 5 12 3 0 0 0 0 0 0 0 0 0
0 0 0 5 7 4 0 0 0 0 0 0 0 0 0 0
0 0 3 6 4 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 10 12 13 8 0 0 0 0 0 0 0 0
0 0 0 2 4 3 3 0 0 0 0 0 0 0 0 0
0 0 1 7 8 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 2 2 3 1 0 0 0 0 0 0 0
0 0 0 9 17 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 5 8 8 0 0 0 0 0 0 0 0
0 0 0 0 0 4 4 0 0 0 0 0 0 0 0 0
0 0 0 3 7 3 0 0 0 0 0 0 0 0 0 0
0 0 0 0 6 11 10 2 0 0 0 0 0 0 0 0
0 0 0 0 5 5 4 0 0 0 0 0 0 0 0 0
0 0 0 0 1 6 5 0 0 0 0 0 0 0 0 0
0 0 6 7 7 5 0 0 0 0 0 0 0 0 0 0
0 0 7 10 12 16 0 0 0 0 0 0 0 0 0 0
0 0 0 1 10 5 0 0 0 0 0 0 0 0 0 0
0 0 0 0 1 7 6 6 2 0 0 0 0 0 0 0
0 0 0 1 2 3 2 0 0 0 0 0 0 0 0 0
0 0 0 0 1 1 2 3 0 0 0 0 0 0 0 0
0 0 0 0 1 6 5 1 0 0 0 0 0 0 0 0
0 0 0 0 6 15 14 0 0 0 0 0 0 0 0 0
0 0 0 1 7 3 0 0 0 0 0 0 0 0 0 0
0 0 4 9 10 7 0 0 0 0 0 0 0 0 0 0
0 0 1 5 6 3 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 5 12 3 0 0 0 0 0 0 0 0
0 0 2 13 12 13 4 0 0 0 0 0 0 0 0 0
0 0 0 0 0 3 6 1 0 0 0 0 0 0 0 0
0 0 0 0 0 6 16 7 0 0 0 0 0 0 0 0
